metric,value
cpu_user_mean,0.03
cpu_user_std,0.18
cpu_user_max,2.5
cpu_user_p50,0.0
cpu_user_p75,0.0
cpu_user_p90,0.0
cpu_user_p99,0.4
cpu_system_mean,0.34
cpu_system_std,0.56
cpu_system_max,6.2
cpu_system_p50,0.4
cpu_system_p75,0.4
cpu_system_p90,0.8
cpu_system_p99,2.5
cpu_softirq_mean,0.56
cpu_softirq_std,0.39
cpu_softirq_max,1.7
cpu_softirq_p50,0.4
cpu_softirq_p75,0.8
cpu_softirq_p90,1.2
cpu_softirq_p99,1.7
cpu_irq_mean,0.0
cpu_irq_std,0.0
cpu_irq_max,0.0
cpu_irq_p50,0.0
cpu_irq_p75,0.0
cpu_irq_p90,0.0
cpu_irq_p99,0.0
mem_used_mean,69.6
mem_used_std,0.06
mem_used_max,70.0
mem_used_p50,69.6
mem_used_p75,69.6
mem_used_p90,69.6
mem_used_p99,69.9
max_core_usage_mean,8.5
max_core_usage_std,14.77
max_core_usage_max,100.0
max_core_usage_p50,5.0
max_core_usage_p75,9.1
max_core_usage_p90,9.5
max_core_usage_p99,95.0
cache_misses,903620.0
cache_hits,1481193.0
cache_hit_rate,62.1094
