metric,value
cpu_user_mean,0.01
cpu_user_std,0.06
cpu_user_max,0.4
cpu_user_p50,0.0
cpu_user_p75,0.0
cpu_user_p90,0.0
cpu_user_p99,0.4
cpu_system_mean,0.06
cpu_system_std,0.14
cpu_system_max,0.4
cpu_system_p50,0.0
cpu_system_p75,0.0
cpu_system_p90,0.4
cpu_system_p99,0.4
cpu_softirq_mean,0.08
cpu_softirq_std,0.17
cpu_softirq_max,1.2
cpu_softirq_p50,0.0
cpu_softirq_p75,0.0
cpu_softirq_p90,0.4
cpu_softirq_p99,0.4
cpu_irq_mean,0.0
cpu_irq_std,0.0
cpu_irq_max,0.0
cpu_irq_p50,0.0
cpu_irq_p75,0.0
cpu_irq_p90,0.0
cpu_irq_p99,0.0
mem_used_mean,68.5
mem_used_std,0.0
mem_used_max,68.5
mem_used_p50,68.5
mem_used_p75,68.5
mem_used_p90,68.5
mem_used_p99,68.5
max_core_usage_mean,1.53
max_core_usage_std,2.35
max_core_usage_max,13.6
max_core_usage_p50,0.0
max_core_usage_p75,4.8
max_core_usage_p90,4.8
max_core_usage_p99,5.0
cache_misses,206098.0
cache_hits,2265.0
cache_hit_rate,1.087
