totalRequests,queriesPerSecond,latency_mean_ms,latency_p50_ms,latency_p75_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms
194395.0,3236.0,0.37721,0.5242899999999999,0.5242899999999999,0.5242899999999999,0.5242899999999999,0.5242899999999999
