totalRequests,queriesPerSecond,latency_mean_ms,latency_p50_ms,latency_p75_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms
1293479.0,21534.0,0.13735,0.26214,0.26214,0.26214,0.26214,0.5242899999999999
