totalRequests,queriesPerSecond,latency_mean_ms,latency_p50_ms,latency_p75_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms
9020712.0,150060.3,9.1,1.05,7.6,26.21,54.53,104.86
