totalRequests,queriesPerSecond,latency_mean_ms,latency_p50_ms,latency_p75_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms
4585797.0,76329.9,0.17246,0.26214,0.26214,0.5242899999999999,0.5242899999999999,0.5242899999999999
