totalRequests,queriesPerSecond,latency_mean_ms,latency_p50_ms,latency_p75_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms
9993431.0,166324.0,0.7992400000000001,0.5242899999999999,1.05,1.31,1.84,12.06
