totalRequests,queriesPerSecond,latency_mean_ms,latency_p50_ms,latency_p75_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms
208872.0,3477.3,0.32031,0.5242899999999999,0.5242899999999999,0.5242899999999999,0.5242899999999999,0.5242899999999999
