metric,mean,std
cache_hit_rate,59.38614,1.1921427080160583
cache_hits,314356.56666666665,22707.638934467865
cache_misses,215909.86666666667,25765.3617006984
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,0.8566666666666668,0.14781939897267773
cpu_softirq_mean,0.142,0.043974914479146796
cpu_softirq_p50,0.02666666666666667,0.10148325268098497
cpu_softirq_p75,0.3333333333333333,0.15161960871578067
cpu_softirq_p90,0.4,0.0
cpu_softirq_p99,0.7733333333333334,0.17991057804352145
cpu_softirq_std,0.2076666666666667,0.025145553296253252
cpu_system_max,0.7666666666666667,0.1971054913305149
cpu_system_mean,0.081,0.00803011572897238
cpu_system_p50,0.0,0.0
cpu_system_p75,0.0,0.0
cpu_system_p90,0.4,0.0
cpu_system_p99,0.49333333333333335,0.17207322686083054
cpu_system_std,0.16733333333333336,0.009444331755018487
cpu_user_max,1.3366666666666667,1.7674223064099317
cpu_user_mean,0.021333333333333333,0.016131642354623145
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.05333333333333334,0.13829836145670418
cpu_user_p99,0.43,0.16431676725154984
cpu_user_std,0.12133333333333333,0.0997836740614185
max_core_usage_max,17.836666666666666,15.83356285375083
max_core_usage_mean,2.423,0.4280360120202585
max_core_usage_p50,0.8,1.8194353045893679
max_core_usage_p75,4.859999999999999,0.09321831993988003
max_core_usage_p90,4.986000000000001,0.050691766317754114
max_core_usage_p99,9.752,1.10951806872515
max_core_usage_std,2.932666666666667,0.6285008618397698
mem_used_max,68.87333333333335,0.044977644510884575
mem_used_mean,68.86666666666666,0.04551114553399452
mem_used_p50,68.86666666666666,0.04794633014854266
mem_used_p75,68.86999999999999,0.0466091599699441
mem_used_p90,68.87333333333335,0.044977644510884575
mem_used_p99,68.87333333333335,0.044977644510884575
mem_used_std,0.005333333333333333,0.014319827906241325
