metric,mean,std
cache_hit_rate,62.3,0.14232541392272657
cache_hits,2714218.9,47428.49987620205
cache_misses,1642335.7333333334,19544.522726740866
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,2.646666666666667,0.22242136670701415
cpu_softirq_mean,1.0670000000000002,0.04669416267143259
cpu_softirq_p50,1.0666666666666667,0.18445321495096556
cpu_softirq_p75,1.4253333333333333,0.18292137623869295
cpu_softirq_p90,1.7089999999999999,0.04929503017546492
cpu_softirq_p99,2.3800000000000003,0.21399323224876965
cpu_softirq_std,0.5559999999999999,0.02206573252181166
cpu_system_max,1.5133333333333332,0.37667632985265265
cpu_system_mean,0.4053333333333333,0.029093586606143883
cpu_system_p50,0.4,0.0
cpu_system_p75,0.56,0.19930915164897595
cpu_system_p90,0.8,0.0
cpu_system_p99,1.2133333333333334,0.11058881072455416
cpu_system_std,0.3143333333333333,0.01869599502259929
cpu_user_max,1.31,1.7205352014156365
cpu_user_mean,0.021,0.012134305884983486
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.0,0.0
cpu_user_p99,0.539,0.4800456156486051
cpu_user_std,0.12466666666666668,0.10304780722903638
max_core_usage_max,22.913333333333334,18.399563962849456
max_core_usage_mean,7.0696666666666665,0.2909376439096153
max_core_usage_p50,6.006666666666666,1.7391899290173576
max_core_usage_p75,9.5,0.0
max_core_usage_p90,9.6,0.203419051086243
max_core_usage_p99,14.088,1.0116064383973131
max_core_usage_std,3.365,0.675792000238392
mem_used_max,69.51666666666667,0.037904902178945
mem_used_mean,69.50866666666667,0.03401149231062519
mem_used_p50,69.51,0.040257789993644384
mem_used_p75,69.51333333333334,0.04341724854552812
mem_used_p90,69.51333333333334,0.04341724854552812
mem_used_p99,69.51666666666667,0.037904902178945
mem_used_std,0.005666666666666667,0.015465943304527227
