metric,mean,std
cache_hit_rate,59.939613333333334,0.6909912783187965
cache_hits,150763.13333333333,7307.438405527248
cache_misses,100922.23333333334,7857.456246637083
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,0.8266666666666667,0.14605934866804426
cpu_softirq_mean,0.11466666666666667,0.02359622023111757
cpu_softirq_p50,0.0,0.0
cpu_softirq_p75,0.28,0.1864366398797596
cpu_softirq_p90,0.4,0.0
cpu_softirq_p99,0.7066666666666668,0.17207322686083057
cpu_softirq_std,0.19333333333333333,0.01806756158448603
cpu_system_max,0.8533333333333334,0.523735477674286
cpu_system_mean,0.056666666666666664,0.0075809804357890335
cpu_system_p50,0.0,0.0
cpu_system_p75,0.0,0.0
cpu_system_p90,0.4,0.0
cpu_system_p99,0.4666666666666667,0.15161960871578067
cpu_system_std,0.14800000000000002,0.020910317532508802
cpu_user_max,1.3133333333333332,1.2915463421894657
cpu_user_mean,0.03966666666666666,0.018473342085721576
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.156,0.19464556648360667
cpu_user_p99,0.5926666666666667,0.6185295874691142
cpu_user_std,0.14666666666666667,0.07997125920510802
max_core_usage_max,17.003333333333334,11.901216493408922
max_core_usage_mean,2.158666666666667,0.36566173678295416
max_core_usage_p50,0.0,0.0
max_core_usage_p75,4.52,1.2313155286255766
max_core_usage_p90,4.986666666666666,0.050741626340492604
max_core_usage_p99,9.775666666666666,2.4989745253125166
max_core_usage_std,2.837,0.5421931835387291
mem_used_max,68.83666666666666,0.049013251785362
mem_used_mean,68.82433333333333,0.0391886096517459
mem_used_p50,68.82,0.040683810217255104
mem_used_p75,68.83,0.04660915996994439
mem_used_p90,68.83666666666666,0.049013251785362
mem_used_p99,68.83666666666666,0.049013251785362
mem_used_std,0.009000000000000001,0.01787890299805313
