metric,mean,std
cache_hit_rate,15.913186666666666,0.19702365818616174
cache_hits,951118.5333333333,9555.252084346215
cache_misses,5026035.266666667,35352.58016232106
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,4.343333333333333,0.45914713540870883
cpu_softirq_mean,1.9533333333333334,0.0551695401550487
cpu_softirq_p50,2.1,0.0
cpu_softirq_p75,2.54,0.12205143065174583
cpu_softirq_p90,3.0616666666666665,0.19596064582625677
cpu_softirq_p99,3.893333333333333,0.22117762144910827
cpu_softirq_std,1.0390000000000001,0.030439312149553147
cpu_system_max,1.68,0.11861267013789621
cpu_system_mean,0.4706666666666666,0.012847469449832043
cpu_system_p50,0.4,0.0
cpu_system_p75,0.8,0.0
cpu_system_p90,0.8,0.0
cpu_system_p99,1.4200000000000002,0.17498768429570238
cpu_system_std,0.374,0.01379655129321119
cpu_user_max,0.9733333333333333,0.558898752988369
cpu_user_mean,0.021666666666666667,0.005306686305052323
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.0,0.0
cpu_user_p99,0.4,0.0
cpu_user_std,0.10333333333333333,0.024116575117588707
max_core_usage_max,18.293333333333333,1.3140968665637414
max_core_usage_mean,8.332,0.16434614437951978
max_core_usage_p50,9.5,0.0
max_core_usage_p75,9.983333333333333,0.0912870929175277
max_core_usage_p90,13.6,0.0
max_core_usage_p99,16.570333333333334,1.6197540965632196
max_core_usage_std,4.2556666666666665,0.10984890354116152
mem_used_max,68.78999999999999,0.030512857662935374
mem_used_mean,68.78166666666667,0.03384379261918413
mem_used_p50,68.78333333333333,0.03790490217894406
mem_used_p75,68.78999999999999,0.030512857662935374
mem_used_p90,68.78999999999999,0.030512857662935374
mem_used_p99,68.78999999999999,0.030512857662935374
mem_used_std,0.009000000000000001,0.019000907419347655
