metric,mean,std
cache_hit_rate,14.437936666666667,0.13471804651742592
cache_hits,882387.5,8254.541595284116
cache_misses,5229208.3,12568.370843729856
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,4.3933333333333335,0.2851899951494327
cpu_softirq_mean,2.030333333333333,0.03736892802328151
cpu_softirq_p50,2.1666666666666665,0.1516196087157808
cpu_softirq_p75,2.703333333333333,0.1956128007470163
cpu_softirq_p90,3.1839999999999997,0.17664693014891164
cpu_softirq_p99,3.9299999999999997,0.2246069363623236
cpu_softirq_std,1.0256666666666667,0.017356968854500276
cpu_system_max,1.6400000000000001,0.19581835354789115
cpu_system_mean,0.4673333333333333,0.014840144374549426
cpu_system_p50,0.4,0.0
cpu_system_p75,0.8,0.0
cpu_system_p90,0.803,0.01643167672515497
cpu_system_p99,1.4466666666666665,0.18519948859193058
cpu_system_std,0.3653333333333333,0.01547708725455335
cpu_user_max,2.1533333333333333,2.5117288088476832
cpu_user_mean,0.028333333333333332,0.015331584108120333
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.0,0.0
cpu_user_p99,0.6213333333333334,0.6038824579241442
cpu_user_std,0.17600000000000002,0.15198911031772117
max_core_usage_max,28.513333333333332,17.560392999555866
max_core_usage_mean,8.605666666666668,0.19188148880787437
max_core_usage_p50,9.5,0.0
max_core_usage_p75,10.0,0.0
max_core_usage_p90,13.6,0.0
max_core_usage_p99,17.755,1.7591881944375016
max_core_usage_std,4.458666666666667,0.4851002977226201
mem_used_max,68.77666666666667,0.043018306715204305
mem_used_mean,68.76933333333334,0.051456934342747174
mem_used_p50,68.77,0.0534983080621925
mem_used_p75,68.77,0.0534983080621925
mem_used_p90,68.77666666666667,0.043018306715204305
mem_used_p99,68.77666666666667,0.043018306715204305
mem_used_std,0.004666666666666667,0.01279367659898984
