metric,mean,std
totalRequests,4356554.633333334,66788.93864461922
queriesPerSecond,72521.56000000001,1112.6644397958485
latency_mean_ms,0.14593700000000004,0.0019287876306472752
latency_p50_ms,0.2621399999999998,1.1292025708167404e-16
latency_p75_ms,0.2621399999999998,1.1292025708167404e-16
latency_p90_ms,0.2621399999999998,1.1292025708167404e-16
latency_p95_ms,0.4456450000000001,0.12218591286119743
latency_p99_ms,0.5242900000000001,1.1292025708167404e-16
