metric,mean,std
cache_hit_rate,14.584426666666667,0.0930564750043213
cache_hits,890969.3,6604.854704345681
cache_misses,5218039.6,7037.251998937599
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,4.153333333333333,0.3471393770900053
cpu_softirq_mean,1.9883333333333333,0.034549647768386
cpu_softirq_p50,2.1,0.0
cpu_softirq_p75,2.5,0.0
cpu_softirq_p90,3.0456666666666665,0.18940347980150615
cpu_softirq_p99,3.8666666666666667,0.19534820076015502
cpu_softirq_std,1.004,0.018680618759596267
cpu_system_max,1.6833333333333333,0.22296332361660048
cpu_system_mean,0.4626666666666666,0.01855714999917697
cpu_system_p50,0.4,0.0
cpu_system_p75,0.8,0.0
cpu_system_p90,0.803,0.016431676725154984
cpu_system_p99,1.4333333333333333,0.18067561584486033
cpu_system_std,0.36333333333333334,0.013476245597431769
cpu_user_max,1.4133333333333333,1.764933003189392
cpu_user_mean,0.023,0.010221680811915898
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.0,0.0
cpu_user_p99,0.4693333333333333,0.2719017740152566
cpu_user_std,0.13,0.09741486114763903
max_core_usage_max,23.296666666666667,14.288444410717387
max_core_usage_mean,8.437666666666667,0.15307612109853944
max_core_usage_p50,9.5,0.0
max_core_usage_p75,10.0,0.0
max_core_usage_p90,13.6,0.0
max_core_usage_p99,17.303,1.263020872407867
max_core_usage_std,4.276,0.3856977555297538
mem_used_max,68.71000000000001,0.04025778999364464
mem_used_mean,68.69900000000001,0.03526745104835738
mem_used_p50,68.7,0.0454858826147353
mem_used_p75,68.70333333333333,0.041384099339733714
mem_used_p90,68.70666666666668,0.036514837167011774
mem_used_p99,68.70666666666668,0.036514837167011774
mem_used_std,0.007333333333333333,0.016386144974533723
