metric,mean,std
cache_hit_rate,62.43638333333333,0.20352945746862036
cache_hits,4326561.3,98175.53595584403
cache_misses,2602587.1333333333,37603.47345450519
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,3.4466666666666668,0.28735816091365535
cpu_softirq_mean,1.5566666666666669,0.057495627020120274
cpu_softirq_p50,1.7,0.0
cpu_softirq_p75,2.086666666666667,0.07302967433402219
cpu_softirq_p90,2.4866666666666664,0.07302967433402215
cpu_softirq_p99,3.1266666666666665,0.22732831086237412
cpu_softirq_std,0.7773333333333333,0.023034207445529347
cpu_system_max,1.76,0.2401149150173581
cpu_system_mean,0.515,0.02861757357361697
cpu_system_p50,0.4,0.0
cpu_system_p75,0.8,0.0
cpu_system_p90,0.9026666666666667,0.17346237460123404
cpu_system_p99,1.4633333333333334,0.18096167118144546
cpu_system_std,0.37233333333333335,0.016333450621206853
cpu_user_max,0.7966666666666667,0.42627766030858444
cpu_user_mean,0.02033333333333333,0.004138409933973336
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.0,0.0
cpu_user_p99,0.4,0.0
cpu_user_std,0.09533333333333333,0.015024883574816201
max_core_usage_max,20.05,15.201877152691281
max_core_usage_mean,7.8533333333333335,0.26487906587767535
max_core_usage_p50,9.5,0.0
max_core_usage_p75,9.55,0.15256428831468236
max_core_usage_p90,12.794333333333332,1.5208520373593974
max_core_usage_p99,14.952666666666666,1.4920800878323348
max_core_usage_std,3.838,0.5083400979387853
mem_used_max,69.58333333333333,0.037904902178942365
mem_used_mean,69.57333333333332,0.04146733931523481
mem_used_p50,69.57333333333332,0.0449776445108781
mem_used_p75,69.57666666666665,0.04301830671520524
mem_used_p90,69.58333333333333,0.037904902178942365
mem_used_p99,69.58333333333333,0.037904902178942365
mem_used_std,0.008,0.015844067746592753
