metric,mean,std
cache_hit_rate,1.5087233333333332,0.4891529770470819
cache_hits,20786.066666666666,7090.384513348089
cache_misses,1351715.6666666667,54606.92053105593
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,2.3400000000000003,0.1993091516489759
cpu_softirq_mean,0.909,0.07082518546782442
cpu_softirq_p50,0.8,0.0
cpu_softirq_p75,1.2066666666666668,0.08683449709106096
cpu_softirq_p90,1.5383333333333333,0.19502578668284956
cpu_softirq_p99,2.086666666666667,0.16553639735893352
cpu_softirq_std,0.45566666666666666,0.019241358711314313
cpu_system_max,1.1966666666666665,0.20591818484673646
cpu_system_mean,0.3016666666666667,0.0359197701142069
cpu_system_p50,0.37333333333333335,0.10148325268098497
cpu_system_p75,0.4,0.0
cpu_system_p90,0.744,0.13760513222185103
cpu_system_p99,1.0133333333333332,0.2029665053619699
cpu_system_std,0.27466666666666667,0.012793676598989836
cpu_user_max,1.3633333333333333,1.6983731228348546
cpu_user_mean,0.01566666666666667,0.010400044208570937
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.0,0.0
cpu_user_p99,0.443,0.1758359345016512
cpu_user_std,0.11266666666666666,0.0990274546861081
max_core_usage_max,25.723333333333336,24.662363945946037
max_core_usage_mean,6.86,0.26907248094147423
max_core_usage_p50,5.04,0.103723771092528
max_core_usage_p75,9.5,0.0
max_core_usage_p90,9.533333333333333,0.12685406585123116
max_core_usage_p99,13.895333333333333,0.9956794018479888
max_core_usage_std,3.319,0.9042327667983086
mem_used_max,68.49333333333334,0.036514837167003766
mem_used_mean,68.481,0.03516954011249408
mem_used_p50,68.48,0.04068381021724778
mem_used_p75,68.48666666666666,0.034574590364173895
mem_used_p90,68.49333333333334,0.036514837167003766
mem_used_p99,68.49333333333334,0.036514837167003766
mem_used_std,0.01,0.018003831009940154
