metric,mean,std
cache_hit_rate,13.008846666666667,0.06900871875616735
cache_hits,786173.7666666667,4776.137890657557
cache_misses,5257201.0,13553.760460503072
cpu_irq_max,0.0,0.0
cpu_irq_mean,0.0,0.0
cpu_irq_p50,0.0,0.0
cpu_irq_p75,0.0,0.0
cpu_irq_p90,0.0,0.0
cpu_irq_p99,0.0,0.0
cpu_irq_std,0.0,0.0
cpu_softirq_max,4.3966666666666665,0.37368928023281517
cpu_softirq_mean,2.106333333333333,0.05102287068887188
cpu_softirq_p50,2.26,0.1993091516489759
cpu_softirq_p75,2.8066666666666666,0.17207322686083057
cpu_softirq_p90,3.241333333333333,0.13685465064183552
cpu_softirq_p99,3.9896666666666665,0.22719402817147621
cpu_softirq_std,1.0066666666666666,0.027080128015453262
cpu_system_max,1.7399999999999998,0.12205143065174591
cpu_system_mean,0.49433333333333335,0.019419743478779772
cpu_system_p50,0.4,0.0
cpu_system_p75,0.8,0.0
cpu_system_p90,0.8400000000000001,0.12205143065174587
cpu_system_p99,1.4933333333333332,0.19815238534040397
cpu_system_std,0.3736666666666667,0.01376736103561818
cpu_user_max,2.7199999999999998,2.989222018496129
cpu_user_mean,0.031000000000000003,0.018448436995751345
cpu_user_p50,0.0,0.0
cpu_user_p75,0.0,0.0
cpu_user_p90,0.0,0.0
cpu_user_p99,0.6716666666666667,0.6692872345255441
cpu_user_std,0.21066666666666667,0.1793461944710965
max_core_usage_max,34.31666666666667,24.208634585737116
max_core_usage_mean,8.803333333333335,0.2005566964869217
max_core_usage_p50,9.5,0.0
max_core_usage_p75,10.0,0.0
max_core_usage_p90,13.646666666666667,0.1775956921917236
max_core_usage_p99,17.448666666666668,1.5407314280345341
max_core_usage_std,4.505333333333334,0.699111422885648
mem_used_max,68.59333333333332,0.04497764451088631
mem_used_mean,68.586,0.044535921185735114
mem_used_p50,68.58666666666666,0.04341724854553075
mem_used_p75,68.58999999999999,0.04806604651504169
mem_used_p90,68.58999999999999,0.04806604651504169
mem_used_p99,68.59333333333332,0.04497764451088631
mem_used_std,0.003666666666666667,0.011885468767200221
